m00_R,m00_G,m00_B,m01_R,m01_G,m01_B,m02_R,m02_G,m02_B,m03_R,m03_G,m03_B,m10_R,m10_G,m10_B,m11_R,m11_G,m11_B,m12_R,m12_G,m12_B,m20_R,m20_G,m20_B,m21_R,m21_G,m21_B,m30_R,m30_G,m30_B,mu02_R,mu02_G,mu02_B,mu03_R,mu03_G,mu03_B,mu11_R,mu11_G,mu11_B,mu12_R,mu12_G,mu12_B,mu20_R,mu20_G,mu20_B,mu21_R,mu21_G,mu21_B,mu30_R,mu30_G,mu30_B,nu02_R,nu02_G,nu02_B,nu03_R,nu03_G,nu03_B,nu11_R,nu11_G,nu11_B,nu12_R,nu12_G,nu12_B,nu20_R,nu20_G,nu20_B,nu21_R,nu21_G,nu21_B,nu30_R,nu30_G,nu30_B,Hu_R1,Hu_G1,Hu_B1,Hu_R2,Hu_G2,Hu_B2,Hu_R3,Hu_G3,Hu_B3,Hu_R4,Hu_G4,Hu_B4,Hu_R5,Hu_G5,Hu_B5,Hu_R6,Hu_G6,Hu_B6,Hu_R7,Hu_G7,Hu_B7,Waldo
483205.0,273441.0,222244.0,15161467.0,8190418.0,6978556.0,639095585.0,333256208.0,291893574.0,30457760041.0,15437352220.0,13731439024.0,16719786.0,10281131.0,8341817.0,501783445.0,300101002.0,259980135.0,20760452219.0,11848914474.0,10616781819.0,737131822.0,479814581.0,393532641.0,21580881405.0,13885131820.0,12254220729.0,35727306474.0,24231543821.0,20133698765.0,163376000.98888877,87927427.69739725,72763951.39990282,152472808.8869143,187874571.70341632,-3781145.9489943366,-22831332.75698104,-7851208.541791444,-1956462.0566224537,79316017.13363332,-210876747.82248703,-216429506.1018175,158596326.94966727,93253477.73033307,80426726.50292021,31994704.076275393,103572456.80317014,43998288.08452169,-754268864.8293394,-821535287.3757917,-674905037.7641591,0.0006997218285875619,0.0011759723238090282,0.0014731812581729974,9.394287611184668e-07,4.805171797472881e-06,-1.62385904456485e-07,-9.778414093323521e-05,-0.00010500482267460984,-3.961059259003691e-05,4.886887587147682e-07,-5.393486687379043e-06,-9.294827963136795e-06,0.0006792509990989394,0.0012472047890132855,0.001628322044924924,1.9712855972253894e-07,2.6490197364826326e-06,1.8895599116035983e-06,-4.6472670793544436e-06,-2.101198771997067e-05,-2.8984616425271794e-05,2.860444291403612,2.615614841615576,2.508427751975579,7.412670666546034,7.308228119702271,7.517917725743256,10.426038471640569,10.478664226261358,10.453314017257762,10.730824904997965,9.123312284074863,8.833185499138153,21.493328045798794,18.93788711512361,18.976443487219115,14.817837119378144,12.891496699700186,12.624623738336838,21.430713343627605,19.532880556348147,-18.499313088204257,1
487311.0,320907.0,215541.0,14811871.0,8546428.0,6111606.0,625613403.0,343571040.0,248921302.0,29684142463.0,15912731386.0,11553431544.0,15184249.0,9401618.0,6965161.0,485946573.0,270802463.0,200808689.0,20317992347.0,10891977993.0,8137932289.0,664762529.0,413141396.0,314162853.0,21687625621.0,12452847739.0,9204150229.0,32847949915.0,20632928420.0,15794688829.0,175404968.3029769,115961696.6102204,75628388.35834482,5648549.190173834,586104862.0559723,206491764.7775199,24419668.374660123,20417612.184953913,3313457.1946079764,-660133828.1650108,-261156650.00866622,-93810323.78476448,191632602.333044,137702028.77546456,89085175.1757299,-39701435.80415435,253673600.68686846,82001296.6575517,192183747.41592565,460600206.771313,-114952617.35432364,0.0007386342827115566,0.0011260461232022146,0.001627890013026233,3.4073863418770585e-08,1.0046790534608366e-05,9.573660056529116e-06,0.00010283177499747618,0.0001982652351421987,7.132168214579013e-05,-3.982139332013593e-06,-4.476649707619264e-06,-4.349365461019282e-06,0.0008069692160824309,0.00133715563149173,0.0019175453837535284,-2.3949181561048105e-07,4.348378072348192e-06,3.8018588258947522e-06,1.1593141070895459e-06,7.895436631246983e-06,-5.329594051095899e-06,2.810901907811862,2.608500014729401,2.45033042372272,7.328205709876656,6.695071008054952,6.981934921258274,9.763647820586304,9.333704706362315,10.20113401430242,11.096338272464815,9.659736416154002,9.56449523824632,-21.542999310679765,-19.284816354259302,19.448545819827952,15.107825031980665,-14.647988214900025,-13.2102880519804,22.09204752859073,19.331647704365498,-20.570303323506224,1
488269.0,297774.0,204225.0,16897200.0,10098656.0,6664813.0,744181484.0,445814348.0,290161895.0,36262456614.0,21939106940.0,14184350455.0,14614128.0,7619071.0,5828748.0,490572286.0,241411484.0,186839281.0,21015989490.0,10053717644.0,7920821957.0,633328546.0,322095099.0,248758490.0,20857835318.0,9820124458.0,7853363943.0,30999736956.0,15852432445.0,12156106326.0,159431340.45207864,103330272.80761918,72658003.09171747,-525604604.75139606,-188813896.7986744,-27321852.602264147,-15169105.818034727,-16980373.81356333,-3379915.690532494,-207829005.0282693,-201486848.13678816,-140030304.43287992,195920606.523228,127147780.21783297,82401270.03425634,-151306362.77554005,-234407692.90231082,-71853167.39123641,315908819.3907426,1104464664.1421707,352737360.9380191,0.0006687370631134858,0.0011653436829336704,0.0017420701858984243,-3.155086580158988e-06,-3.902267332826254e-06,-1.4495656270727637e-06,-6.362703371900287e-05,-0.00019150216891742545,-8.103787751907184e-05,-1.2475509133764789e-06,-4.164182609485939e-06,-7.429332081149449e-06,0.0008217918173317856,0.001433954043184959,0.0019756776913568497,-9.082581666337768e-07,-4.844566518062975e-06,-3.8121822543618625e-06,1.896329803056114e-06,2.2826266774942016e-05,1.871454184471147e-05,2.8266596046722743,2.585143973132679,2.429720065674794,7.402092593886313,6.659865656628839,7.0923682317101475,10.49507682863824,8.866318686805556,8.74934877990224,10.771299830611648,9.371835440677751,9.809550777541256,-21.81527888679137,18.773872152428687,19.407600381714836,-14.74673675316775,12.703251437886186,13.37128678578793,-21.439984695179383,18.55975568292291,19.1459156314061,1
500744.0,346040.0,272033.0,15447985.0,9903181.0,7918693.0,638872017.0,406955613.0,335087997.0,29712041557.0,19038988117.0,16107090391.0,16507064.0,12349850.0,10259538.0,505612831.0,370622662.0,305798248.0,20340146879.0,15436126112.0,13124737140.0,715955608.0,560349000.0,472439678.0,21300477685.0,16729826154.0,14100290682.0,34304336066.0,27726655256.0,23594783490.0,162300674.03787762,123540418.45959714,104580305.5498855,-11174480.71546301,321379331.4630209,264388795.16640645,-3631168.061476587,17187221.377962086,7150173.156749356,-496274152.3768141,-71494699.4498477,70849961.54861921,171798989.24851015,119594188.3525026,85508239.6324343,-547395970.7577941,-533371112.3225366,-191430239.79020125,-623928403.940431,-808099892.8276154,-672724116.7715896,0.0006472749726728391,0.0010317071999863844,0.0014132100733086031,-6.297786952778083e-08,4.56249272139681e-06,6.849976290622186e-06,-1.4481543109391015e-05,0.00014353343030971318,9.662141143964201e-05,-2.7969343376420165e-06,-1.0149814064689337e-06,1.8356320905886883e-06,0.0006851554174389856,0.0009987515562783782,0.0011554862549316234,-3.085050026415378e-06,-7.572054514821532e-06,-4.959713224781974e-06,-3.5163765206255384e-06,-1.147226818353056e-05,-1.7429423388062916e-05,2.875355470466484,2.6924058276999445,2.59028723507382,8.64324994218279,7.078347557279319,6.983951808519063,9.965547768898393,9.08876519661912,9.000769712918306,10.303050041808405,9.782545366358546,9.60776145786072,20.543376949269845,19.29063964051354,19.273097750278612,-16.7742785298232,13.776341071147485,-13.135838656231915,20.643876960190394,19.491805149355294,18.957679696316557,1
512997.0,334205.0,243378.0,16349228.0,9714870.0,7136893.0,700358222.0,392751190.0,293562255.0,33729788360.0,18201335832.0,13771629043.0,17102325.0,11367801.0,8722772.0,576629293.0,357794192.0,265481855.0,24884518323.0,15104429908.0,11204161231.0,766817293.0,513456057.0,397138762.0,26037805633.0,16630675106.0,12378244451.0,38250393597.0,25649513037.0,19737009026.0,179307891.8889389,110353562.44535539,84277760.53686449,-19741299.112709455,368964145.2139852,220342068.679546,31577741.518997163,27348181.61454796,9692546.075627225,-476833343.1977598,155265686.40954852,114309450.43847454,196658948.20339298,126786499.16693048,84510868.91194768,-506163150.5359098,-155238381.4692776,37652492.89019657,-426263485.14943105,-440562402.48570573,-554426335.3304363,0.0006813492055510392,0.0009880080238224382,0.001422821277029393,-1.0473423512488696e-07,5.714152243935853e-06,7.540395537801401e-06,0.00011999175758750875,0.00024485138742581585,0.0001636346373840564,-2.5297613493788865e-06,2.4046015904575577e-06,3.911819813529853e-06,0.0007472812083802684,0.0011351339794880946,0.001426756734661505,-2.6853658473596595e-06,-2.4041787185125637e-06,1.2885178535255012e-06,-2.2614712346895245e-06,-6.822995332778055e-06,-1.8973198763261332e-05,2.8450801084730326,2.6730209576984696,2.545219449031222,7.208034993344208,6.582603290054959,6.970126735715981,10.038058217580073,9.43874231023173,9.019303151493864,10.512288110163432,10.516011711339155,9.515992378882007,20.864773394126317,-20.542903875314177,-19.642250676270116,14.129802223743843,-13.88394858300296,-13.063226505188121,21.04922499885296,20.83868414971809,18.78784480644824,1
494473.0,314762.0,227851.0,15044235.0,8710847.0,6694166.0,623120097.0,351247435.0,277021804.0,29009015277.0,16200732737.0,12992920514.0,16671296.0,10740439.0,8194901.0,520580991.0,325645883.0,252584625.0,21104495095.0,13295237623.0,10611581975.0,748244312.0,494551789.0,381831217.0,23263519015.0,15444078937.0,12081649943.0,37241147084.0,25056397495.0,19390273595.0,165402472.91289103,110180039.76992458,80350038.52363168,-13949610.175095733,381842263.541001,132836803.31786764,13360384.862637592,28410762.99875142,11821900.028128028,-717147582.6864171,-262673652.16896957,-46443581.476782896,186166887.51046062,128062092.29988688,87092978.41513094,-402551991.0594262,-181228760.302649,13236149.31537799,-539457680.7486035,-558478199.0608491,-607469201.1202124,0.0006764829158888849,0.0011120858950469587,0.001547690836980132,-8.113450949899777e-08,6.869549471013095e-06,5.360324338452976e-06,5.464290799348982e-05,0.00028675982387018446,0.00022771173088918562,-4.171114219631237e-06,-4.725641503307993e-06,-1.8741241428341192e-06,0.0007614077146921489,0.0012925757408900546,0.0016775723712784871,-2.34134559550352e-06,-3.2604037146761295e-06,5.341144287614378e-07,-3.1376241897529943e-06,-1.0047325776233388e-05,-2.4513025474072596e-05,2.842274146179511,2.6189460253124834,2.491434837546585,7.717703990288449,6.441890051541471,6.649209951214901,9.866116383190363,9.531207650162383,9.430650446587421,10.227047359549037,9.635887280960565,9.1360671329162,21.84598522139861,-19.30545797176778,18.602724267609116,14.101934396122585,-13.617650678427516,-13.253760404378937,20.273784898433842,19.462097582058238,18.541463925653602,1
483194.0,272533.0,212902.0,15279055.0,8260507.0,6655495.0,644444667.0,341342367.0,280509891.0,30656152411.0,16099735117.0,13398847783.0,16960567.0,9914727.0,7719578.0,511546465.0,289048992.0,238151219.0,20933070545.0,11420718092.0,9788464993.0,765284983.0,465907623.0,362372768.0,22429623205.0,13359163040.0,11091899357.0,37943627071.0,23783832141.0,18550060784.0,161306379.49430868,90965436.8775965,72453537.86557665,76874522.94982682,239262190.15827242,99956767.44186929,-24762835.24831645,-11467539.159855882,-3169260.7564607346,-121498652.91276205,-302122838.57825154,-184348719.92593372,169953019.10663828,105210711.12316673,82469880.76510318,-31019711.205498792,71824842.8594713,-6349763.893578577,-849624424.4370311,-820960107.234322,-569676006.0993477,0.000690889317843007,0.0012247239644255117,0.0015984538951098436,4.736729689812656e-07,6.170584893862633e-06,4.779284124591743e-06,-0.00010606138707100391,-0.00015439457561185503,-6.991952843189311e-05,-7.486306964138623e-07,-7.791764434608896e-06,-8.814359778523346e-06,0.0007279236308201171,0.0014165169063078175,0.0018194322323196654,-1.911322261243788e-07,1.8523666027613158e-06,-3.036045137127378e-07,-5.235077997228653e-06,-2.1172605804589995e-05,-2.7238210696387497e-05,2.848074856634207,2.5781919910459212,2.4662424106184475,7.333785273633497,6.878981235420933,7.16503033821018,10.99863034568676,11.28164812542543,10.48136177326629,10.445091902498449,9.044166790653673,8.879485444255275,21.218688713342672,-19.273480659313645,-19.19888821385799,14.690306873829178,12.534514289387833,12.484222594393023,21.503789573302406,-19.49670410321291,18.571671713396395,1
482530.0,264656.0,214899.0,15209506.0,7857735.0,6634059.0,641795870.0,316128297.0,273285681.0,30631357180.0,14532219471.0,12702826749.0,16710680.0,9926657.0,7999541.0,502913086.0,286410431.0,244582167.0,20822080610.0,11187620255.0,9824455023.0,739897788.0,464572791.0,377022839.0,21722180518.0,13239551713.0,11458623817.0,36047890586.0,23525215781.0,19292351837.0,162387185.0186807,82829224.50504431,68488363.11819974,164741911.99658406,227791924.8284288,37784030.84728258,-23813102.473421287,-8315704.594488676,-2368386.361900237,96997487.71669064,-175855223.46857813,-202283026.74959457,161183871.6374941,92246000.01226878,79242690.13620353,49717509.499751434,70019998.46204022,-3969078.5545499376,-739831147.7084069,-819758643.4500883,-641756539.0585686,0.0006974339979135031,0.0011825516180508234,0.0014830233790206406,1.0185756812837383e-06,6.321701183827074e-06,1.7649089306730003e-06,-0.00010227449449814393,-0.00011872319199181169,-5.1284220929472496e-05,5.997215944409327e-07,-4.880349359270801e-06,-9.4487303876315e-06,0.0006922659074506552,0.0013169947832432185,0.0017158938648549672,3.0739625087931535e-07,1.943201048511473e-06,-1.853974292944362e-07,-4.574270179210049e-06,-2.2750012717325894e-05,-2.997673413088808e-05,2.857078972058988,2.602138796643375,2.4949969949871824,7.378128177713858,7.128101757708773,7.188767280393345,10.391153566094756,10.180472725865856,11.094410189331981,10.755593277903648,9.080009531037822,8.807749851090096,21.58383050438652,18.935170637362535,19.08431279804961,14.681217002113115,12.694857603050643,12.426942918479295,21.409297900124475,18.805452006305423,18.813724127732094,1
509488.0,364789.0,288085.0,16370985.0,10698649.0,8217159.0,693771811.0,442155735.0,340540397.0,32919642357.0,20903711749.0,16281421161.0,16907109.0,12833553.0,10666978.0,544212584.0,384004231.0,303763167.0,22654014832.0,15921616361.0,12603851829.0,737801465.0,577221637.0,485163388.0,23033639674.0,16901479579.0,13586027989.0,35435811453.0,28391111181.0,24036655576.0,167735574.87623468,128382319.61411664,106159217.72554627,-152227975.24386156,405550448.03831136,512016538.04154396,949488.8292305818,7617665.149886673,-495139.6647065948,-429480293.4325948,-80583570.06369288,22844000.733813956,176747358.25385296,125727533.27480821,90195168.02157697,-736582468.1371856,-563452500.4844702,-215806234.7672454,-778316243.8928933,-762362182.6959726,-606928547.3885605,0.0006461855803153626,0.0009647654680941548,0.0012791351035533031,-8.215983760912903e-07,5.0459222061415194e-06,1.1494295917621831e-05,3.6578167187970023e-06,5.7245112147878954e-05,-5.966043645170981e-06,-2.3179728370042776e-06,-1.0026334025801314e-06,5.12826607869301e-07,0.0006809026311010375,0.0009448153208072754,0.0010867808567086325,-3.975451678374927e-06,-7.010564278878492e-06,-4.8446496138006025e-06,-4.200695444076463e-06,-9.48542970522061e-06,-1.3624982410178407e-05,2.8771002086667377,2.719061963144614,2.6260006860152387,8.900045988612842,7.869472616774464,7.430128505660172,9.883074096772384,9.141462565006087,9.042201171392898,10.183727369716674,9.943631543065917,9.665251941670498,20.2188662778014,19.630868572479688,-19.131888154861958,14.945440505160978,14.584908586527966,-13.648107585689232,-21.26632703883123,19.64267919224539,19.215004202696548,1
490251.0,305373.0,244348.0,15094891.0,9170488.0,7734711.0,628878037.0,379090400.0,331590373.0,29658486541.0,17688626764.0,15847738557.0,16576289.0,11530524.0,9494997.0,498259528.0,356101142.0,308828949.0,20282463074.0,14810104492.0,13405997689.0,721114423.0,537456618.0,450857507.0,21137257150.0,16717108182.0,14880179905.0,34514614583.0,27023970060.0,23025859383.0,164104412.26107848,103696536.89440781,86752051.20681567,189659649.85841283,76265295.96370192,-140768797.3513528,-12126530.650566814,9834340.495898439,8269673.946113757,-234306438.57165185,-94560813.6449052,-2651749.2549450425,160639570.2989937,102077643.05926847,81896156.67174278,-245907515.55006844,-165621018.40030384,-34178213.11078343,-730631142.0268155,-978419997.8128703,-858511269.5608326,0.0006827839152750092,0.0011119953762498789,0.0014529884931174753,1.1270124766243754e-06,1.479961340373623e-06,-4.769627125844721e-06,-5.0454463485868e-05,0.00010545907787684037,0.00013850670869892536,-1.392316604089529e-06,-1.834993842747834e-06,-8.984842816946078e-08,0.0006683678594963402,0.0010946350813622347,0.001371658325298935,-1.4612535577679517e-06,-3.2139481174034687e-06,-1.1580501889151623e-06,-4.341621496661283e-06,-1.8986666912047025e-05,-2.908868098745169e-05,2.8692958639732025,2.656270391649271,2.5490358467478167,7.983366303291966,7.34883980178912,7.079089031064402,10.517187315124277,9.515059298035032,9.079761411914438,10.481620801228887,9.359967731761559,9.052309533434514,21.673257386745686,18.84105728857384,18.21613501904605,-15.065931657478766,14.110363843326828,13.531072554615102,20.990174558957285,19.167658298213446,-18.338638063124236,1
486143.0,265761.0,212713.0,15342850.0,7945204.0,6533278.0,649599338.0,325080584.0,270478584.0,31116170182.0,15250727584.0,12685670770.0,16847267.0,9909488.0,7881122.0,505478173.0,285608593.0,239167328.0,20969486787.0,11336289455.0,9674935898.0,748947591.0,464095412.0,370970446.0,21884619517.0,13156690443.0,11151515288.0,36665937239.0,23544558518.0,18973782032.0,165373408.3404142,87550372.2623259,69815148.17198761,176088766.97448564,297281848.4730485,89565569.30269489,-26227704.675807327,-10645950.35117642,-2893857.6253073304,113158478.37718044,-148517012.2884832,-168665415.3853719,165106199.94985837,94598185.46132804,78970972.6303235,65401180.7627153,75986768.28139448,-28052314.87633216,-732310812.3040404,-814873766.5363499,-622684017.7331718,0.0006997414552663254,0.0012395826772906317,0.001542984625275904,1.0686157249643304e-06,8.16470070909313e-06,4.291963391309606e-06,-0.00011097680347959417,-0.0001507307770099917,-6.395714884951346e-05,6.867157484520992e-07,-4.078947173440042e-06,-8.082411509801713e-06,0.0006986108213273911,0.001339369199363739,0.0017453375062887063,3.9689488088924353e-07,2.0869394618455593e-06,-1.3442610751884637e-06,-4.44411567549274e-06,-2.2380109830566743e-05,-2.9838888194103655e-05,2.8543834061954234,2.588556761738934,2.4830256445662107,7.3074643164227995,6.9963825877884815,7.241779018585505,10.373450883007123,9.972606924517757,9.997540199827787,10.788725224849948,9.094108194987866,8.839617339766587,21.71049978245604,19.191585194424245,18.71276682774422,14.614242696667358,12.651863299510321,12.497809262975062,21.420524764324643,18.644261646725745,18.28676325788972,1
502128.0,346679.0,271386.0,15608170.0,9932571.0,7920124.0,650073862.0,407904479.0,334945790.0,30438710170.0,19109459559.0,16126126276.0,16552001.0,12340943.0,10248113.0,513801808.0,372762661.0,307184256.0,20873970288.0,15578772085.0,13213393982.0,719048749.0,560788161.0,473654787.0,21707257140.0,16883090231.0,14240924018.0,34513895927.0,27826380473.0,23750047895.0,164908783.07809162,123330084.04085624,103805037.804323,-20280350.752666503,355771475.12687224,292185938.0761166,-701357.424294147,19186896.23070912,8103515.924933482,-511272921.0613715,-41084736.28423626,92142308.30582973,173433413.65920848,121480114.85573111,86664227.20410411,-597448781.8023729,-549857858.0164193,-194220536.34555793,-622634370.3305806,-785139336.7141293,-681416392.242516,0.0006540559607086244,0.0010261573427272563,0.0014094301290656366,-1.1351136945920223e-07,5.027502399850013e-06,7.615364780491306e-06,-2.7817014678327167e-06,0.00015964291765799553,0.00011002683239222127,-2.8616511689006306e-06,-5.805794581832153e-07,2.4015436680001688e-06,0.00068786607888637,0.0010107648334469867,0.0011766979283212326,-3.34398700649705e-06,-7.770189276046132e-06,-5.062051383693856e-06,-3.4849535351009466e-06,-1.1095015130539298e-05,-1.7760041528696947e-05,2.8722727142394437,2.69102556358881,2.5873499739492343,8.930303958425762,6.990632512153424,6.988903891332011,9.905229743854425,9.05035144049383,8.941899005502217,10.282049323611545,9.84211476924624,9.615462249972609,20.444783948612066,19.360284898285318,19.375470906398537,15.146596787296124,13.73362365036211,-13.150954018264718,20.657974664700443,19.563225238988412,18.919198976550284,1
482785.0,268704.0,209938.0,15418395.0,8163807.0,6522641.0,653117987.0,337113495.0,273658607.0,31170378951.0,15879622311.0,13018528895.0,16827335.0,9563193.0,7447023.0,507840275.0,273429170.0,225815705.0,20806956949.0,10653144232.0,9161221249.0,760400647.0,448890989.0,347830647.0,22240744065.0,12524228350.0,10399181025.0,37807831763.0,22940026971.0,17777209455.0,160710591.6251955,89079432.48790862,71004272.79237205,47146311.43419586,224536792.0754701,104013124.61775558,-29563533.791335598,-17121257.07124195,-5558593.829859274,-68983021.36635675,-304385759.8703314,-200726166.15583923,173888631.9162154,108536322.32124197,83666219.58557767,17173407.41884855,104645363.94352125,-13343086.792465622,-817396744.8812298,-761662469.8135598,-496906481.4554079,0.0006895042753657957,0.001233755718159964,0.0016110253446613516,2.911141397496031e-07,5.999322173411661e-06,5.150631792582687e-06,-0.0001268378315200684,-0.00023713048257911507,-0.00012611967123115912,-4.2594918481427017e-07,-8.132779584056118e-06,-9.93977035883618e-06,0.0007460426467930614,0.0015032348607526367,0.001898313931592689,1.0604056977575978e-07,2.7959838850823476e-06,-6.607370684904107e-07,-5.047176395810944e-06,-2.035060045870842e-05,-2.460634012034789e-05,2.842982607624717,2.562726697486958,2.454774642989443,7.17038795880764,6.526451034093095,6.835173194793921,10.847449649470626,10.655809472615474,10.107613096221721,10.521248348527994,9.0512641979379,8.915926971622797,21.215258440972427,-19.76262579411552,-18.497507634396076,14.554783085307694,12.361104823680558,12.381619997256022,21.886274001336187,-18.90902108726567,18.708084364883913,1
487236.0,329480.0,218603.0,14765851.0,8674748.0,6122080.0,622379515.0,340178960.0,246316972.0,29542902943.0,15447681128.0,11317790476.0,14641228.0,9266113.0,6912100.0,474226709.0,262374089.0,194826763.0,20134513285.0,10514882339.0,7879997477.0,626419404.0,396033925.0,308011826.0,21012686589.0,11874023063.0,8827314001.0,30506579356.0,19429329661.0,15353154568.0,174895429.7636854,111784966.84865847,74865237.45655823,80952477.75245863,604960513.3860247,226295145.20466736,30519365.730972297,18410281.744555037,1250146.174064396,-417517344.18278944,-21556270.53171967,21575900.26119822,186456927.19618422,135438896.0793705,89455235.23958042,194648580.44171008,411482086.79607725,122239914.83658454,477053450.47253793,673473972.5911936,-43045875.24006416,0.0007367153565300419,0.0010297345574706894,0.001566635527324362,4.885192965364264e-07,9.708550305776709e-06,1.012826236115103e-05,0.00012855730670574962,0.00016959081224943444,2.616065182153965e-05,-2.519568084075581e-06,-3.459401601118898e-07,9.656697598430648e-07,0.0007854160728066949,0.0012476285107945442,0.0018719469061031912,1.1746346773963964e-06,6.6035624659630564e-06,5.471075958567012e-06,2.8788472262424495e-06,1.0808070606024339e-05,-1.926598635611175e-06,2.8175478465330066,2.6425677265326226,2.463620559818808,7.164438251140817,6.789087977374266,7.017943448224496,9.927544067837323,9.615506247972357,10.202261814120474,11.538327033672166,9.425342414316539,9.612142774977848,-22.370147945869437,-19.124350995420688,-19.56919672188547,15.747518393428313,13.088093701232724,-13.121587756849596,22.4896433686586,-19.071429009634876,-19.863331620966864,1
486043.0,280783.0,201138.0,16256293.0,9211517.0,6371148.0,703443013.0,399399937.0,271942458.0,33977636947.0,19464900557.0,13098404508.0,15462562.0,8229874.0,6278555.0,480741878.0,242146862.0,189042170.0,19909616876.0,9748210136.0,7738562100.0,683023088.0,370011958.0,280741003.0,20308499872.0,10323291970.0,8161805164.0,33639097870.0,18662447926.0,14058469013.0,159731732.1012955,97201992.5329596,70133118.94967635,-234701066.30981094,-15747925.197604299,41485335.78108108,-36422114.49174663,-27846778.137964197,-9834238.88912089,-32762856.37871196,-131266245.01938705,-127156444.1254275,191110183.98977044,128790708.65130012,84754899.48885344,-218624348.06555754,-183115079.42067862,-116853569.23029537,-249658851.47921315,267408333.23579738,3817858.016152762,0.0006761480743373415,0.0012329161679121557,0.0017335441163007425,-1.425044186380538e-06,-3.769609111208545e-07,2.286437271572266e-06,-0.00015417564345493584,-0.00035321027991187673,-0.0002430818309501426,-1.989275922167054e-07,-3.1421436602612965e-06,-7.008144629784104e-06,0.0008089737786665515,0.0016335894237889147,0.0020949639704743337,-1.327430510267923e-06,-4.383258512612673e-06,-6.4403083878675295e-06,-1.5158639901927997e-06,6.401001254007108e-06,2.1041875885414723e-07,2.828237911386425,2.5426472067089287,2.4169704312295486,6.947986753065504,6.180739721549887,6.435358293436813,11.131695122331605,9.3833644466978,9.037253329119563,10.97812352397451,10.477818747132789,10.19747445929746,-22.64936208344075,-20.619948806176865,19.93197987504385,-14.452654286702233,13.767173814038665,-13.769786665845585,-22.04612845428303,20.511342521780303,20.00480416562795,1
485821.0,307031.0,213607.0,14991320.0,8500371.0,6282506.0,636271480.0,349418839.0,260636300.0,30280201748.0,16424195955.0,12277161998.0,15779924.0,9501547.0,7101116.0,499025368.0,277275297.0,211275429.0,20621034672.0,11082843623.0,8613470671.0,703664202.0,428878973.0,324977364.0,22259435624.0,12788823825.0,9727248793.0,35092363862.0,21710268799.0,16485662174.0,173673783.8477134,114080038.88652284,75858265.38486096,-72022429.41803499,433513990.15276253,149239535.59117064,12093164.040763902,14218229.231803935,2420832.1155533255,-791997250.586081,-517743836.6073044,-193480340.40277615,191117396.80677855,134838972.50099826,88909030.82058172,-239619879.34838438,34995282.59059783,8215903.008926228,-178659050.67414823,92349473.03253584,-229186317.60971227,0.000735837131456857,0.0012101667223011422,0.0016625394004854649,-4.378013109137948e-07,8.299416303983214e-06,7.076934684478895e-06,5.123743457904791e-05,0.0001508276823388354,5.305590305352805e-05,-4.814297953407855e-06,-9.911956099297527e-06,-9.174832435234392e-06,0.0008097438422894899,0.001430378521805223,0.0019485650778892324,-1.4565726003330117e-06,6.699678107102415e-07,3.8959789534231464e-07,-1.0860112221120105e-06,1.7679861309214125e-06,-1.086800889506471e-05,2.8109082371034213,2.5783063867449267,2.4423599461549497,7.796877305082407,6.855459429941846,7.031188403092703,9.712497720619831,8.98629891842472,9.505365808574862,10.415642754003143,9.833350579179974,9.339642509832252,-20.94157706076663,19.417716336321615,-18.889479716594913,14.33738000716946,-13.326239315197993,13.172657272893414,20.50727404099029,-19.372059799340267,-18.9386175306655,1
501392.0,310505.0,206869.0,17540212.0,10708768.0,6778491.0,775183014.0,475020802.0,295107063.0,37845869440.0,23411990374.0,14377724967.0,14586875.0,7512537.0,5698596.0,499470930.0,245594112.0,185684191.0,21567604232.0,10401293152.0,7909751551.0,623708975.0,308057797.0,239257406.0,21039532754.0,9734115880.0,7737581101.0,30338526803.0,14958893871.0,11610490014.0,161573229.6297986,105694343.23822808,72995774.03412788,-577024835.9790125,-261058256.7564828,-75784090.60975404,-10822173.833926389,-13499995.419899827,-1042102.9282154493,-227420979.10310444,-160452111.00424966,-151234668.0254898,199336583.20750028,126295145.26695545,82278852.56175646,-150004083.27540678,-236999072.99734193,-44769691.51948,594612861.3077962,1394250784.486917,486642666.2194898,0.0006427093315422305,0.0010962624753678733,0.001705716646804997,-3.2415371673613176e-06,-4.859213026486415e-06,-3.893493964762663e-06,-4.3048666704090303e-05,-0.00014002204794552866,-2.4351167391009116e-05,-1.2775768224077407e-06,-2.986578542299765e-06,-7.769853309348043e-06,0.000792925179738913,0.0013099341396656833,0.0019226374451346518,-8.426739732410389e-07,-4.411386933638101e-06,-2.3000938895339378e-06,3.340340952309351e-06,2.595191455862462e-05,2.5001821209130218e-05,2.8429561101891645,2.618668888494348,2.440290336641846,7.5232038368980865,6.906297249978013,7.306039701055351,10.284313660025747,8.889759525782647,8.630222091435757,10.679110926726542,9.21229114751273,9.474564829843343,-21.176477124568365,18.478462379442714,18.77657420907478,-15.381062949779107,12.670455278056972,13.177261971422002,-21.739668972979082,18.3640898110127,18.609680417961503,1
