Dom_m00_R,Dom_m00_G,Dom_m00_B,Dom_m01_R,Dom_m01_G,Dom_m01_B,Dom_m02_R,Dom_m02_G,Dom_m02_B,Dom_m03_R,Dom_m03_G,Dom_m03_B,Dom_m10_R,Dom_m10_G,Dom_m10_B,Dom_m11_R,Dom_m11_G,Dom_m11_B,Dom_m12_R,Dom_m12_G,Dom_m12_B,Dom_m20_R,Dom_m20_G,Dom_m20_B,Dom_m21_R,Dom_m21_G,Dom_m21_B,Dom_m30_R,Dom_m30_G,Dom_m30_B,Dom_mu02_R,Dom_mu02_G,Dom_mu02_B,Dom_mu03_R,Dom_mu03_G,Dom_mu03_B,Dom_mu11_R,Dom_mu11_G,Dom_mu11_B,Dom_mu12_R,Dom_mu12_G,Dom_mu12_B,Dom_mu20_R,Dom_mu20_G,Dom_mu20_B,Dom_mu21_R,Dom_mu21_G,Dom_mu21_B,Dom_mu30_R,Dom_mu30_G,Dom_mu30_B,Dom_nu02_R,Dom_nu02_G,Dom_nu02_B,Dom_nu03_R,Dom_nu03_G,Dom_nu03_B,Dom_nu11_R,Dom_nu11_G,Dom_nu11_B,Dom_nu12_R,Dom_nu12_G,Dom_nu12_B,Dom_nu20_R,Dom_nu20_G,Dom_nu20_B,Dom_nu21_R,Dom_nu21_G,Dom_nu21_B,Dom_nu30_R,Dom_nu30_G,Dom_nu30_B,Dom_Hu_R1,Dom_Hu_G1,Dom_Hu_B1,Dom_Hu_R2,Dom_Hu_G2,Dom_Hu_B2,Dom_Hu_R3,Dom_Hu_G3,Dom_Hu_B3,Dom_Hu_R4,Dom_Hu_G4,Dom_Hu_B4,Dom_Hu_R5,Dom_Hu_G5,Dom_Hu_B5,Dom_Hu_R6,Dom_Hu_G6,Dom_Hu_B6,Dom_Hu_R7,Dom_Hu_G7,Dom_Hu_B7,Waldo
667080.0,93840.0,283560.0,20567280.0,2511495.0,9822345.0,830551320.0,97011945.0,465250815.0,37460661780.0,4355333955.0,24512662185.0,18111630.0,2801940.0,11987550.0,557546280.0,65368995.0,413470005.0,22210866690.0,2319103875.0,19343672955.0,740967270.0,109452120.0,542394690.0,23054720850.0,2320488525.0,18498434145.0,36037379280.0,4765459380.0,25525819260.0,196424968.44036698,29795330.176630437,125010790.66996402,-259006329.6989595,164086509.0101459,-263936227.42597947,-867951.3761467959,-9620969.836956516,-1771396.4838129613,-285588616.54855144,-62562939.705517344,-202168745.386706,249225438.0504587,25789846.30434783,35618857.71582732,256493823.91605702,-34303585.714792415,-140014026.49452013,2386418559.4481053,-42740503.000944875,-415601045.1637481,0.00044140866257174683,0.003383546927274958,0.0015547392643994386,-7.126324224649991e-07,6.082790760503955e-05,-6.164340013973156e-06,-1.9504712622040044e-06,-0.0010925538578113083,-2.2030575532267437e-05,-7.857711735306658e-07,-2.3192477790307312e-05,-4.721734863439798e-06,0.0005600625427724527,0.002928685626260039,0.0004429860522205238,7.05719490705346e-07,-1.2716556376075541e-05,-3.2700856356663713e-06,6.566014201319223e-06,-1.5844175022174657e-05,-9.706534709299958e-06,2.9993615331800907,2.199817009346081,2.6994642266591637,7.850966945707709,5.3026316239826095,5.907301600384673,10.057329871687706,7.896749801450339,10.479222489822435,10.47610718176993,8.415831397347846,9.526975525725232,20.764131146938002,18.206073565896016,19.653527367529488,14.401792328252663,11.067148336452261,-12.840194534687887,21.25752325514386,-16.572239207750144,19.7115110142151,1
664020.0,94095.0,286365.0,20364555.0,2568870.0,9967695.0,819687555.0,100329240.0,472797285.0,36876272925.0,4547140110.0,24905244885.0,17404260.0,2941425.0,12555435.0,532815360.0,70416975.0,433152945.0,21081143250.0,2516412675.0,20276087595.0,683464260.0,117869925.0,591479895.0,21092055210.0,2589946515.0,20191641795.0,32149526370.0,5252824305.0,28926307245.0,195135432.55184332,30197000.487804867,125845165.80587713,-231441893.70219398,159264962.06424707,-312472341.83603,-948698.317972349,-9886318.902439028,-3872343.2591273505,-345042238.1401,-80086593.7091012,-183741318.8316529,227290852.35023043,25920501.21951219,40997300.97061441,180903845.68989924,-9902393.863771707,-56828806.563394085,2320834671.5607305,-52366882.01665695,-601621344.3991867,0.0004425616878728515,0.0034105994116854317,0.0015346051944545196,-6.441530586569661e-07,5.864133869021186e-05,-7.120520490292755e-06,-2.1516211760897436e-06,-0.0011166100237674375,-4.7220868931385306e-05,-9.603274908810677e-07,-2.948787357476834e-05,-4.187038820673438e-06,0.0005154892780810189,0.0029275903163150973,0.0004999371300854689,5.034946943266035e-07,-3.646060155874483e-06,-1.2949967961832335e-06,6.459386969269377e-06,-1.9281479270062968e-05,-1.370955613229871e-05,3.0186113869091624,2.1980347647370047,2.691533271098004,8.272706759465082,5.282282112653422,5.966794554356649,10.036755557464957,8.016487456892284,10.9285757625304,10.519139114677074,8.267370623909805,9.407702143411296,20.817394136423303,17.16378560183304,-19.657211525564993,14.655505680800301,10.910398402236044,-12.542779437754952,21.3217081082325,-16.416132442174455,-19.828401169332505,1
719610.0,86955.0,237915.0,21098700.0,2541840.0,9260580.0,838679700.0,102438600.0,451695780.0,37867865670.0,4676612280.0,23784179970.0,23390895.0,2974065.0,6536160.0,686134620.0,86386605.0,263864055.0,26725632510.0,3509053725.0,13638957285.0,942742395.0,130936635.0,319135050.0,27194643810.0,3630761145.0,13048238565.0,42502697985.0,6380997855.0,17444962080.0,220073591.5662651,28136367.976539593,91237877.2347267,373132746.4048391,37214635.48301072,-900250304.1614907,322198.91566267353,-550286.2609970693,9451207.668810299,-554511954.1615375,37584854.32327697,493912967.3568818,182422264.78915665,29216634.721407622,139569291.02893892,-467161906.14799386,-159093401.49848187,106957551.35167126,-364029.40258728934,-95897146.51482181,1008788728.5449917,0.0004249849507608051,0.003721164904529413,0.0016118756104110347,8.494159076432751e-07,1.6690808366672904e-05,-3.260684029317194e-05,6.221995530384026e-07,-7.277790522125693e-05,0.00016697200320753042,-1.2623155683369958e-06,1.6856851957760523e-05,1.788940383678395e-05,0.0003522763302372455,0.0038640351819541657,0.002465734002043172,-1.0634680508489256e-06,-7.135358018018365e-05,3.873975692039389e-06,-8.286926526465581e-10,-4.300998450247763e-05,3.653807481004524e-05,3.1094329659851243,2.1200329586729514,2.3895943556232675,8.276700995519413,7.380923267621643,6.075414358815994,10.513501006893632,7.207583130136488,8.647889784160698,11.78479833902961,8.435096740341304,8.421598291427346,-23.54156957165419,-16.49387600261169,-16.970720080990862,-15.950763639223895,-12.127638756499232,12.10789431868135,22.947596618587376,-16.3450451340787,-17.55302320791248,1
778515.0,101235.0,164730.0,23688480.0,3052860.0,6159780.0,977220690.0,130392210.0,285201180.0,45269636430.0,6348161760.0,14710859730.0,24904320.0,3386910.0,4609890.0,763667625.0,105711015.0,167006640.0,31601908515.0,4551085215.0,7720649790.0,1015583910.0,149074020.0,228156150.0,30866858265.0,4659102705.0,8347682550.0,46462024590.0,7319958600.0,12546674730.0,256432927.7726826,38329640.931989916,54867363.157894716,-70383135.99483705,104281506.6106628,-57053200.28515436,5884555.651817885,3574776.914357675,-5371847.368421046,-17018714.552095115,-26909222.424131863,141172635.2370881,218906704.47101212,35761832.04030226,99150590.5263158,-411589618.9562021,-75593872.8161143,116853686.30438203,-31455841.42936593,-60339737.42717758,612470967.1989565,0.0004230968786620263,0.0037400152793193634,0.002021941994123038,-1.3161371609656991e-07,3.1980156082379845e-05,-5.180220715104444e-06,9.70911633783702e-06,0.00034880891014811105,-0.0001979603748948705,-3.1824331691505155e-08,-8.252289031382485e-06,1.2817955974528186e-05,0.00036118116415212724,0.0034894612888365373,0.0036538432173300038,-7.696565163219024e-07,-2.3182479138479536e-05,1.0609884868943746e-05,-5.8821195233002704e-08,-1.8504472016264925e-05,5.561011084087525e-05,3.1055299436258097,2.1408931455534272,2.2459740478949235,8.37565359377991,6.26007346212752,5.549773247269016,11.324018139427462,7.985187872626804,8.778829050227612,12.085918956847147,9.100549745700725,8.326805632779664,-23.813161877327417,-17.71439842735066,17.085654833817436,16.276072977400496,-12.311206755866241,11.13674244280523,-24.296403917898925,17.920752171550486,16.98596389050872,1
735930.0,102510.0,206040.0,22622580.0,3080400.0,7198140.0,954570570.0,126206640.0,312036870.0,44793191880.0,5998206390.0,15537259650.0,20322225.0,3347895.0,9231000.0,619874400.0,93014820.0,323496060.0,26352805170.0,3554787720.0,13966050630.0,808014165.0,140074305.0,444725610.0,24608867820.0,3654845640.0,15609930060.0,37669732965.0,6477405195.0,22181519760.0,259149638.85654882,33641386.268656716,60565216.63366334,-483010964.6691514,183897674.94839224,404281139.3191855,-4833331.496881548,-7588591.940298516,1005134.2574257182,290118440.27189094,-110950079.20992072,-84049065.09557739,246829230.35862783,30734719.291044768,31158530.792079177,37350164.12610752,-58677636.69562581,-16909345.0960686,1724895852.5479233,-104853037.56033294,-534995971.86451966,0.0004784952088592922,0.003201410879829813,0.0014266590397312212,-1.0395986854120938e-06,5.4658870708414e-05,2.0979958650724677e-05,-8.92428781414097e-06,-0.0007221521909427116,2.367669025562261e-05,6.24430439849449e-07,-3.2977067471490444e-05,-4.36168235131319e-06,0.00045574674405935556,0.002924804107092903,0.0007339625298154343,8.038985523242561e-08,-1.744042364060101e-05,-8.775016354306539e-07,3.7125440040680726e-06,-3.1164878104103626e-05,-2.7763336639754126e-05,3.029540634252291,2.2128077665898567,2.66542129264925,9.077760319164762,5.665038571091947,6.316889176068854,11.29901799527901,7.794876182572447,9.111820157524553,10.704885485760977,8.2596845339625,8.842807569084975,22.223099305615015,-16.362030025816694,-17.865566841627288,-15.58762196497497,11.21175968445765,-12.304421513261945,21.727982016405615,-16.55407534833384,18.182080138817806,1
728535.0,109395.0,206550.0,22412460.0,3161745.0,7326915.0,923382540.0,132604335.0,336827205.0,42417996420.0,6398913645.0,17511747855.0,19628370.0,3728865.0,9543885.0,598740510.0,101377290.0,336267480.0,24720420630.0,4019762880.0,15133460010.0,728849160.0,164807775.0,499157145.0,22035171690.0,4225398450.0,17613073380.0,31259725290.0,8054821425.0,27014111205.0,233891488.43542182,41223271.46853147,76920725.12962963,-379455315.6710468,183492116.9309015,106337396.27864583,-5101525.715785759,-6394731.29370631,-2281220.870370375,156304061.03384134,-130578947.70086597,-268193277.65221804,200016765.0472524,37704761.25874124,58170745.12962963,-112059913.01932418,-101947216.22206365,117365058.69840021,845088892.6130869,-133284732.57143818,-1425725118.2695003,0.0004406700917950732,0.0034446690983901203,0.0018029885596656163,-8.375959891764035e-07,4.635789735780748e-05,5.484322990075152e-06,-9.611678563031341e-06,-0.0005343518962766862,-5.3470831488091434e-05,3.450199515123533e-07,-3.298978482485327e-05,-1.3831997113766448e-05,0.0003768474295645967,0.0031506579013096886,0.0013634971303143199,-2.4735701363533266e-07,-2.5756194132941126e-05,6.053071752523381e-06,1.865418766629917e-06,-3.3673380934595304e-05,-7.353139457321129e-05,3.0875029305963917,2.1807636670403476,2.499422470301053,8.352336426115722,5.910599959356025,6.6891172199684235,12.155758402098067,7.708918317172662,8.92557856883909,11.217300803102349,8.312613046435635,8.109832047689501,23.962865132454606,-16.330908153477978,16.627601255987013,-15.840104647325592,11.756052213460881,-11.511410707305265,22.905491310379986,17.057128807851644,18.39319592104402,1
780300.0,102765.0,161415.0,24426960.0,2992935.0,5481225.0,1039969560.0,119946135.0,232898385.0,49380311400.0,5581322445.0,11367024075.0,22050360.0,3509310.0,7341450.0,678834480.0,102264435.0,255286365.0,29348418690.0,3939000555.0,10586224275.0,845813580.0,159769740.0,387230760.0,25786704660.0,4494322725.0,13592616135.0,37117218600.0,8050350000.0,21161089320.0,275293954.6666667,32779688.114143927,46770531.327014215,-411414450.45054793,178647047.26696208,282006812.245907,-11442671.999999978,59046.736972712475,5990207.417061591,676518389.3882347,-160465382.89999336,-413244162.6137111,222696348.00000003,39930722.08436725,53328160.47393362,-44417231.82745135,-162855043.65617073,-101603974.4382409,629248306.44706,-132787361.11693355,-1301800191.0412323,0.00045214055258942324,0.0031039474781848785,0.0017950829533504246,-7.649367466670362e-07,5.2769475313049915e-05,2.694014154950437e-05,-1.879335144661626e-05,5.59120543439262e-06,0.00022990799797028937,1.2578405432097536e-06,-4.73989029826314e-05,-3.947725995218883e-05,0.0003657546710979714,0.003781087351541748,0.0020467689608008,-8.258429613456208e-08,-4.8104770480632785e-05,-9.706238766216759e-06,1.1699519835830676e-06,-3.92232588309951e-05,-0.0001243611143167753,3.0873023279776994,2.162093858410715,2.4154593792209256,8.051817899837996,6.338524800209624,6.561020260175619,11.152054029990731,7.305872784155027,8.49787992405384,11.179636385707827,8.123484354670806,7.56638983202382,-22.507635221047494,-16.06037649025521,-16.281481087584933,-15.533954073852799,11.296100218568075,11.388849554116186,-22.48495016139047,15.934867996803396,15.60808265327498,1
792030.0,94095.0,158355.0,24565425.0,3023790.0,5311905.0,1072253835.0,120660390.0,199899855.0,52630330515.0,5478708660.0,8219618745.0,22424190.0,3202800.0,7274130.0,685525425.0,100675785.0,250184070.0,30404543265.0,3873763395.0,9595336860.0,894162600.0,139917480.0,358734000.0,27183819315.0,4278073545.0,12411750660.0,41323695540.0,6694048860.0,18310913520.0,310338117.8799098,23489382.35772357,21715808.21256038,122790796.18247771,91540376.48842227,57238904.00693901,-9978227.173213236,-2247798.739837416,6178591.690821257,665537240.2842792,-88799487.07592505,-1693334.4492672733,259282232.89761743,30900764.55284551,24592562.995169085,15685577.497116908,-65223944.14711171,-189358787.8981232,1326144763.4702556,-172050745.331923,-427091291.59482706,0.0004947113316756395,0.0026530076615543306,0.0008659891210017397,2.1994380589895618e-07,3.3705154931199614e-05,5.736035862033206e-06,-1.590633495603195e-05,-0.00025387756849468596,0.000246391621025101,1.1921153551124304e-06,-3.269595979959353e-05,-1.6969275173815047e-07,0.00041332292530771124,0.003490086025170845,0.0009807091591022758,2.8096125440151065e-08,-2.4015447904350216e-05,-1.897605862689298e-05,2.3754005635500676e-06,-6.334906245632792e-05,-4.2799753200253816e-05,3.0418977667452234,2.211612861317664,2.7336040552851624,8.117127331701397,6.018400875239779,6.591766802291912,11.835447148927942,7.9069229147042455,8.242960617142991,10.893173816351949,8.030652278984755,8.694289413748844,-22.25947885662072,-16.235827940680377,17.16432116917996,-14.963715346157933,11.066095780934003,12.123544993575376,23.276934677811628,16.088579992556106,18.25788766127363,1
795855.0,91035.0,157590.0,24258915.0,2993190.0,5649015.0,1050832305.0,119761770.0,222220005.0,51662514735.0,5344731150.0,9321412035.0,22711065.0,3125535.0,7064520.0,684374865.0,97532655.0,254477760.0,30020001225.0,3711561465.0,10142080830.0,914853045.0,137743605.0,340217430.0,27579271275.0,4112564775.0,12181807470.0,42659533185.0,6643250565.0,17025874170.0,311382333.6142262,21347024.285714272,19723841.092233,648640733.3949472,3256644.7018812257,-58400706.41986356,-7894198.327459155,-5233535.000000007,1241009.9029126368,513983909.63868773,-56106734.523808986,91324837.64005555,266754492.5825056,30433569.999999993,23525743.786407787,143656805.69272265,-57013820.23809526,-124986386.78087984,1328079326.4333897,-175718346.66666713,-334802354.9794191,0.0004916160701933692,0.0025758498933073043,0.0007942078656048129,1.1479404127545167e-06,1.3024149973793641e-06,-5.923746452149648e-06,-1.2463503353021401e-05,-0.0006315072485485296,4.99709879823969e-05,9.096297395503833e-07,-2.2438509320829338e-05,9.263332862347344e-06,0.0004211568261682723,0.0036722827026491735,0.0009472967598956307,2.542385088256378e-07,-2.2801275955308244e-05,-1.267771762788842e-05,2.3503857400031763e-06,-7.027423344068568e-05,-3.395993617306854e-05,3.039637264224525,2.204249762568467,2.7590753677020694,8.252909896439602,5.553250005410265,7.475933675899038,12.53511851795662,8.312674925719467,8.31478973091511,10.899842978438144,8.042974698546034,9.019570873413766,-22.657666016835496,16.398708137991377,18.632033549779983,-15.076663547484843,11.410848731494388,12.878681071500381,23.002679556585814,16.346992741061566,-17.689563066201618,1
737970.0,105825.0,200685.0,22555515.0,3219120.0,7126485.0,948834855.0,132250650.0,311728575.0,44461497315.0,6291349290.0,15575811315.0,20173050.0,3472590.0,9255480.0,604836540.0,100837965.0,330710775.0,25735537380.0,3874363155.0,14263742985.0,766497870.0,151935120.0,474381090.0,22544902920.0,4246697325.0,17082043275.0,33889102200.0,7328177760.0,25111377960.0,259441984.1309606,34327346.6746988,58661387.83989837,-398258412.0168322,179953978.0896504,339854393.21057343,-11738025.186592879,-4795712.493975897,2041271.1118170419,515842046.4165241,-173606008.01710004,-257978953.6580714,215050051.92812723,37983961.87951808,47523527.00127067,-240807429.0280838,-60321781.9736682,48106458.25410246,1179058761.2410955,-150337059.06157628,-1150329682.587342,0.00047639022602180076,0.003065234335684511,0.0014565403087543327,-8.512716880766547e-07,4.9395883629070986e-05,1.8836734057506027e-05,-2.1553491006559343e-05,-0.0004282295028482594,5.068399785514596e-05,1.102605033275107e-06,-4.7653418170328476e-05,-1.4298714507067835e-05,0.0003948772716459305,0.003391749011706917,0.0011799913919603162,-5.147224526207175e-07,-1.6557831920698583e-05,2.6663435244151238e-06,2.5202213229857804e-06,-4.126628348745286e-05,-6.375805269031002e-05,3.059848486868988,2.1899703336414484,2.5789670024995277,8.070449598538175,6.075651510440276,7.061706617559993,11.958446116281868,7.6955869094524045,9.257530124299048,10.824174877061015,8.046479454277442,8.183411320455502,22.853109947877087,-15.935902900637071,17.454583217717236,-15.308833131098936,11.14078966155367,-11.721844172724865,-22.22732368338311,-16.462726047489326,16.921793903772343,1
749955.0,96900.0,197625.0,22693980.0,2923830.0,7283310.0,926285970.0,123392970.0,343135140.0,42537169650.0,5885683560.0,17905804710.0,22691685.0,3329280.0,6880155.0,685901040.0,97790205.0,252694035.0,27569853360.0,4097381055.0,12206409105.0,883280475.0,148133580.0,361400025.0,26403893400.0,4166143335.0,13303606785.0,38923214025.0,7288721100.0,20116722795.0,239555795.20231217,35170246.894736834,74714623.5870968,9199134.607293447,40031202.60498579,-247258549.9604072,-759687.0520230937,-2666438.3684210535,-868529.0129032145,-411170575.6090805,18770919.064820357,324453800.47494626,196689188.67052025,33746528.21052632,121872977.18709679,-278603917.1381287,-120366111.32576199,44974589.57326959,294842282.98293906,-119756176.61385058,-950946455.9614393,0.00042592807908470407,0.0037456557721499435,0.0019130302919489442,1.888682522281409e-08,1.3695856425282288e-05,-1.4241200821459298e-05,-1.3507168403104231e-06,-0.00028397754203007933,-2.2238247766630115e-05,-8.441779721470325e-07,6.422085667003032e-06,1.8687368871932967e-05,0.00034971163288457585,0.0035940287413988776,0.0031204961751180285,-5.720041845248501e-07,-4.1180800773191404e-05,2.5903741734237376e-06,6.053433181181221e-07,-4.097212409850929e-05,-5.4771086589201454e-05,3.110339963585584,2.134322607245987,2.2981276434584905,8.235357351463131,6.461471841904031,5.83566141736804,10.890889089535802,7.648532199953592,7.893858789448429,12.44011634038568,8.710159790853236,8.842308635418616,24.2875803944565,17.074367233446843,17.58308770303134,16.738587402993875,-11.941148041689697,11.863006065755586,-24.2286708850717,-17.01037231555267,-17.25341269745103,1
666315.0,98940.0,279225.0,20440545.0,2672910.0,9787665.0,826119675.0,105549090.0,461145315.0,37291294095.0,4829905530.0,24207458295.0,16982745.0,3229065.0,12689310.0,518177085.0,78031785.0,440176410.0,20566886025.0,2829531255.0,20477226240.0,635232285.0,134896785.0,622685010.0,19422557205.0,2998813515.0,21452272800.0,28436186535.0,6247832265.0,31644639120.0,199065083.85763487,33339186.34020619,118058606.60273977,-265017861.45362255,177100726.35030293,-233662819.25654534,-2802576.865671674,-9202903.994845353,-4621567.835616449,-316941268.2928642,-117990516.448613,-155407448.1836278,202383515.67164177,29511088.87886599,46022503.863013685,78398345.46641172,-44782757.6715116,45367026.887574255,1929139283.12616,-81022955.10608183,-836087037.153031,0.0004483693435755786,0.0034057376025169598,0.0015142202642715226,-7.312673272425047e-07,5.7516251929032475e-05,-5.671577400857716e-06,-6.312455832183932e-06,-0.0009401152106042827,-5.927625160733944e-05,-8.745402777236257e-07,-3.83192797068021e-05,-3.7721250383250275e-06,0.00045584369852177633,0.003014681404049898,0.0005902848590817818,2.1632560248958942e-07,-1.4543906314741474e-05,1.101170503969527e-06,5.323099808112595e-06,-2.6313481564713636e-05,-2.029391051667877e-05,3.043729233123374,2.1924366282704235,2.6768500126380492,9.66704801002618,5.433186550675018,6.061624732291107,10.186716362612342,7.742591824296267,9.792774102161584,10.697780649636636,8.220113860437936,9.22180337795736,21.20102880454918,-16.412969375871764,19.385339789798625,15.690850856406055,11.020773975503117,-12.266081454227034,21.445528954606054,-16.30442058730923,-18.739932747543232,1
755820.0,92565.0,196095.0,22559850.0,2838660.0,7502610.0,916598520.0,119310930.0,356904630.0,42058136340.0,5670584430.0,18599937150.0,24431040.0,3203820.0,5266260.0,737896560.0,98559540.0,199929180.0,29784933300.0,4180369530.0,9908340690.0,992242230.0,142451160.0,258120690.0,29674855410.0,4272797850.0,9925990260.0,45134825580.0,7013686770.0,14180145570.0,243228098.44129556,32258689.999999996,69854186.02080621,179509213.6157812,33182923.333333116,-400515055.55048245,8674525.991902886,309060.000000002,-1558338.4915474902,-360930948.7069108,31875214.958678,442676777.6939131,202536062.55060735,31561919.008264463,116691819.36280882,-502556216.3712759,-117098493.80165319,133972928.23781122,-31805234.28379336,-101586715.06796,980474052.6509012,0.0004257718896513498,0.0037648971459610663,0.0018166003599693538,3.614438129236246e-07,1.2729097996462717e-05,-2.3520824718001927e-05,1.5184797098159513e-05,3.607025306764579e-05,-4.052553506036257e-05,-7.267385092666809e-07,1.2227455995709315e-05,2.5996832704722263e-05,0.00035454029623772747,0.003683577318089148,0.003034641345571158,-1.011902572547034e-06,-4.4919436056500805e-05,7.867753579719865e-06,-6.40401955916809e-08,-3.896905761584418e-05,5.7579753902769516e-05,3.107731610791681,2.1279326668070757,2.3141470867906695,8.222120112669476,7.927486625862062,5.826757446422559,10.795369029742037,7.5610516582537155,8.578844102980371,11.979461572099412,8.756631734726803,8.14085783041259,23.367735829740884,18.373130499730394,-16.586060955416155,16.773738491165943,12.823005407597423,11.074600424542298,24.56869772658163,-16.91573749218617,16.744758716282654,1
805800.0,100980.0,137700.0,24282120.0,3241305.0,5377695.0,1027960080.0,132652785.0,232201215.0,49655222310.0,6044585535.0,10628850075.0,23555370.0,3147720.0,6198030.0,660384720.0,112693935.0,263306625.0,27444636630.0,4645436745.0,11783570145.0,924628980.0,144065820.0,324119280.0,24728928450.0,5187908445.0,13956806625.0,41401394040.0,7334162610.0,17593101270.0,296238372.7594937,28611805.56818183,22182307.861111112,824691843.7911227,-50159089.467975,-172069932.59434107,-49436973.94936713,11656892.27272728,21250597.833333325,374506372.02185214,-237915511.0537195,-327893646.1191362,236051844.4367088,45945982.42424243,45139062.99999999,-243694312.12731582,-163116793.5078051,-614277741.2851846,571715699.9642133,-21046723.7618613,-1059386415.6222229,0.00045623309678123153,0.002805915139984444,0.0011698733504477339,1.4148928169113602e-06,-1.5479653257181868e-05,-2.4455139129204928e-05,-7.613727928057561e-05,0.0011431732413835088,0.0011207358694125412,6.425265141769262e-07,-7.342337460029416e-05,-4.660131270191173e-05,0.00036354056020863635,0.0045058508243537385,0.0023805902973901036,-4.1809717696010723e-07,-5.0339657890645824e-05,-8.73031528554047e-05,9.808711499755023e-07,-6.4952531931687826e-06,-0.00015056344705328958,3.0863060416279025,2.1359777179885486,2.449714929607055,7.497853657177594,5.090595809414063,5.187753223304432,11.095782211855315,7.193341190786261,7.247949085916939,11.440210455982289,7.969838890447594,7.289342360665622,-22.74808890074815,15.610460559854097,14.558088425953501,-15.190437329085285,10.55993725822374,9.883643552924427,23.095830816432112,15.863111273520802,-16.225674041669425,1
842265.0,91800.0,110415.0,26051055.0,2901390.0,3948675.0,1104643425.0,120595110.0,167575545.0,52981176345.0,5658043020.0,7689438555.0,27606045.0,2729520.0,2565555.0,861210480.0,89440995.0,85733805.0,36922073730.0,3631287975.0,3320281815.0,1173574515.0,111884820.0,107354745.0,36313213290.0,3824428545.0,3736001685.0,55471060605.0,5354843940.0,5502753375.0,298890524.65031797,28895067.16666667,26362537.20554273,325594534.8191758,20078269.93148139,-188979670.3594888,7362110.867393299,3172999.0000000075,-6015892.863741337,260906983.48999578,-154975421.34444433,-143148568.96057913,268759853.8873751,30727092.000000007,47742622.933025405,-467766288.47449297,99558976.79999971,176333255.15982273,-611697331.2312083,200897554.40000045,789651416.3317848,0.00042132248702315966,0.003428769937330214,0.0021623752012069016,5.000981192009078e-07,7.863566893343783e-06,-4.6649274634134194e-05,1.0377789205660844e-05,0.0003765169853949819,-0.000493450893601272,4.0074103762888054e-07,-6.069544819971759e-05,-3.5335953831554863e-05,0.0003788496479916411,0.0036461631566206735,0.003916067071466868,-7.184673453490228e-07,3.8991839265600376e-05,4.352753093194507e-05,-9.39538758040989e-07,7.868065142687413e-05,0.00019492396042188818,3.0968165764511726,2.1502776628093723,2.216207703467376,8.650773757171725,6.21160536453706,5.392608215373625,10.934090862274823,7.097426891789244,6.913743072731775,12.471098587093165,8.598789656105973,7.5938333519573025,24.188900482688116,-16.44812050167181,14.928321207488798,-17.265952805862423,12.064383048999728,10.34075094821061,-24.758605469118386,17.572248932125703,15.101664552410854,1
854505.0,81345.0,108630.0,26453445.0,2720340.0,3727335.0,1111896135.0,119245140.0,161672805.0,52957123215.0,5765130270.0,7606404435.0,25407945.0,3012315.0,4480860.0,747280560.0,116227725.0,172876995.0,30529089600.0,5441985345.0,7902568575.0,1015924335.0,149021745.0,227868000.0,28502399070.0,6129410775.0,9241833675.0,45894624345.0,8081325105.0,12352708470.0,292960315.58639216,28271512.664576806,33779716.51408451,396749145.7673934,-113578657.05771324,-259059469.36090776,-39289062.90510298,15489867.884012552,19128801.056338042,-99559400.84752655,-9847444.947621979,-78947621.10560021,260441723.28558636,37471660.062695935,43037784.22535213,-611754529.212737,-1396730.6040139436,-154901396.18296707,199013915.88329327,-212403153.07603088,-597095250.2248241,0.0004012172327961972,0.004272551625328455,0.002862572148595495,5.877998618761122e-07,-6.0182409384087564e-05,-6.66077897642612e-05,-5.380745534216424e-05,0.002340916844074057,0.0016210193213748879,-1.4750126796984802e-07,-5.2179078233325855e-06,-2.0298530534178124e-05,0.0003566821236936486,0.005662930173001531,0.003647122450225052,-9.063390094459163e-07,-7.400916262580739e-07,-3.982730164853237e-05,2.9484714337912494e-07,-0.00011254696827765149,-0.00015352148676258932,3.1203884616807223,2.002811067931855,2.1864393858032685,7.867601174546233,4.622462104607232,4.953647917439663,10.940106372572142,7.89456101382712,7.944039870291632,12.909466867426598,7.754978234656293,7.381514406194334,-25.161236748421064,-15.988784484345915,15.41385004337372,16.86474445045176,10.089898688097412,9.870390011714582,24.888718126792092,-15.61555738673398,-15.088005285425634,1
